country,Year,obs_value,indicator,sex,GDP per capita (constant 2015 US$),GNI (current US$),"Population, total","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Birth rate, crude (per 1,000 people)","Inflation, consumer prices (annual %)",Military expenditure (% of GDP)
Kyrgyzstan,2021,73.2,Egg and/or flesh foods consumption (6-23months),Total,1132.554678,8626877845.07,6851224.0,4.23,71.9,22.4,11.90503982,2.840273088
Lao People's Democratic Republic,2017,77.9,Egg and/or flesh foods consumption (6-23months),Female,2351.574417,16170183136.76,7018147.0,1.58,67.434,23.715,0.825478608,
Lao People's Democratic Republic,2017,79.9,Egg and/or flesh foods consumption (6-23months),Male,2351.574417,16170183136.76,7018147.0,1.58,67.434,23.715,0.825478608,
Lao People's Democratic Republic,2017,79.0,Egg and/or flesh foods consumption (6-23months),Total,2351.574417,16170183136.76,7018147.0,1.58,67.434,23.715,0.825478608,
Lebanon,2021,36.1,Egg and/or flesh foods consumption (6-23months),Female,5973.419339,21239241556.78,5718122.0,2.73,75.047,14.948,154.756096,3.366222464
Lebanon,2021,41.3,Egg and/or flesh foods consumption (6-23months),Male,5973.419339,21239241556.78,5718122.0,2.73,75.047,14.948,154.756096,3.366222464
Lebanon,2021,38.5,Egg and/or flesh foods consumption (6-23months),Total,5973.419339,21239241556.78,5718122.0,2.73,75.047,14.948,154.756096,3.366222464
Lesotho,2009,53.2,Egg and/or flesh foods consumption (6-23months),Female,952.7479297,2293074892.9,1980883.0,,44.034,28.916,-16.85969105,2.72268167
Lesotho,2014,41.6,Egg and/or flesh foods consumption (6-23months),Female,1100.049937,2719632972.79,2080089.0,,50.033,28.663,5.37028961,1.953796076
Lesotho,2018,40.0,Egg and/or flesh foods consumption (6-23months),Female,1068.444629,3042775635.89,2183603.0,,53.733,27.262,4.751803016,1.999382929
Lesotho,2009,49.8,Egg and/or flesh foods consumption (6-23months),Male,952.7479297,2293074892.9,1980883.0,,44.034,28.916,-16.85969105,2.72268167
Lesotho,2014,39.3,Egg and/or flesh foods consumption (6-23months),Male,1100.049937,2719632972.79,2080089.0,,50.033,28.663,5.37028961,1.953796076
Lesotho,2018,39.1,Egg and/or flesh foods consumption (6-23months),Male,1068.444629,3042775635.89,2183603.0,,53.733,27.262,4.751803016,1.999382929
Lesotho,2009,51.6,Egg and/or flesh foods consumption (6-23months),Total,952.7479297,2293074892.9,1980883.0,,44.034,28.916,-16.85969105,2.72268167
Lesotho,2014,40.5,Egg and/or flesh foods consumption (6-23months),Total,1100.049937,2719632972.79,2080089.0,,50.033,28.663,5.37028961,1.953796076
Lesotho,2018,39.5,Egg and/or flesh foods consumption (6-23months),Total,1068.444629,3042775635.89,2183603.0,,53.733,27.262,4.751803016,1.999382929
Liberia,2007,58.0,Egg and/or flesh foods consumption (6-23months),Female,574.6093943,1218799900.0,3669050.0,,58.285,40.863,11.39189668,0.311075183
Liberia,2013,46.1,Egg and/or flesh foods consumption (6-23months),Female,717.0072804,2875704600.0,4470239.0,,59.943,36.138,7.577306817,1.081236773
Liberia,2019,50.3,Egg and/or flesh foods consumption (6-23months),Female,636.6993848,2965834700.0,5043721.0,,61.104,32.181,26.96627602,0.940305253925036
Liberia,2007,59.2,Egg and/or flesh foods consumption (6-23months),Male,574.6093943,1218799900.0,3669050.0,,58.285,40.863,11.39189668,0.311075183
Liberia,2013,43.7,Egg and/or flesh foods consumption (6-23months),Male,717.0072804,2875704600.0,4470239.0,,59.943,36.138,7.577306817,1.081236773
Liberia,2019,48.9,Egg and/or flesh foods consumption (6-23months),Male,636.6993848,2965834700.0,5043721.0,,61.104,32.181,26.96627602,0.940305253925036
Liberia,2007,58.6,Egg and/or flesh foods consumption (6-23months),Total,574.6093943,1218799900.0,3669050.0,,58.285,40.863,11.39189668,0.311075183
Liberia,2013,44.8,Egg and/or flesh foods consumption (6-23months),Total,717.0072804,2875704600.0,4470239.0,,59.943,36.138,7.577306817,1.081236773
Liberia,2019,49.6,Egg and/or flesh foods consumption (6-23months),Total,636.6993848,2965834700.0,5043721.0,,61.104,32.181,26.96627602,0.940305253925036
Madagascar,2009,41.8,Egg and/or flesh foods consumption (6-23months),Female,457.7897549,9470022799.49,21547280.0,,62.734,36.743,8.954218024,0.738132953
Madagascar,2018,45.7,Egg and/or flesh foods consumption (6-23months),Female,459.3303678,13299570422.21,27494926.0,,65.27,32.088,8.594229589,0.532102174
Madagascar,2021,44.2,Egg and/or flesh foods consumption (6-23months),Female,436.0900647,14294802412.89,29691083.0,,64.485,30.949,5.812251188,0.692132177
Madagascar,2009,43.6,Egg and/or flesh foods consumption (6-23months),Male,457.7897549,9470022799.49,21547280.0,,62.734,36.743,8.954218024,0.738132953
Madagascar,2018,48.7,Egg and/or flesh foods consumption (6-23months),Male,459.3303678,13299570422.21,27494926.0,,65.27,32.088,8.594229589,0.532102174
Madagascar,2021,43.8,Egg and/or flesh foods consumption (6-23months),Male,436.0900647,14294802412.89,29691083.0,,64.485,30.949,5.812251188,0.692132177
Madagascar,2009,42.7,Egg and/or flesh foods consumption (6-23months),Total,457.7897549,9470022799.49,21547280.0,,62.734,36.743,8.954218024,0.738132953
Madagascar,2018,47.3,Egg and/or flesh foods consumption (6-23months),Total,459.3303678,13299570422.21,27494926.0,,65.27,32.088,8.594229589,0.532102174
Madagascar,2021,44.0,Egg and/or flesh foods consumption (6-23months),Total,436.0900647,14294802412.89,29691083.0,,64.485,30.949,5.812251188,0.692132177
Malawi,2010,45.6,Egg and/or flesh foods consumption (6-23months),Female,508.0886505,10021166893.82,14826463.0,,56.381,40.825,7.411590929,0.718201024
Malawi,2014,35.7,Egg and/or flesh foods consumption (6-23months),Female,539.5626019,8640515834.71,16621538.0,,60.899,36.791,23.79206495,0.58077192
Malawi,2015,37.9,Egg and/or flesh foods consumption (6-23months),Female,539.6053632,8999698474.7,17085587.0,,61.378,35.767,21.86734755,0.450825678
Malawi,2020,34.5,Egg and/or flesh foods consumption (6-23months),Female,559.4470861,11440171500.77,19533888.0,,63.717,33.233,8.625514697,0.834281208
Malawi,2010,43.7,Egg and/or flesh foods consumption (6-23months),Male,508.0886505,10021166893.82,14826463.0,,56.381,40.825,7.411590929,0.718201024
Malawi,2014,36.2,Egg and/or flesh foods consumption (6-23months),Male,539.5626019,8640515834.71,16621538.0,,60.899,36.791,23.79206495,0.58077192
Malawi,2015,37.3,Egg and/or flesh foods consumption (6-23months),Male,539.6053632,8999698474.7,17085587.0,,61.378,35.767,21.86734755,0.450825678
Malawi,2020,37.6,Egg and/or flesh foods consumption (6-23months),Male,559.4470861,11440171500.77,19533888.0,,63.717,33.233,8.625514697,0.834281208
Malawi,2010,44.7,Egg and/or flesh foods consumption (6-23months),Total,508.0886505,10021166893.82,14826463.0,,56.381,40.825,7.411590929,0.718201024
Malawi,2014,36.0,Egg and/or flesh foods consumption (6-23months),Total,539.5626019,8640515834.71,16621538.0,,60.899,36.791,23.79206495,0.58077192
Malawi,2015,37.6,Egg and/or flesh foods consumption (6-23months),Total,539.6053632,8999698474.7,17085587.0,,61.378,35.767,21.86734755,0.450825678
Malawi,2020,36.1,Egg and/or flesh foods consumption (6-23months),Total,559.4470861,11440171500.77,19533888.0,,63.717,33.233,8.625514697,0.834281208
Maldives,2009,57.5,Egg and/or flesh foods consumption (6-23months),Female,8329.529843,2089951648.44,348275.0,3.91,77.069,21.644,4.530176591,
Maldives,2017,75.4,Egg and/or flesh foods consumption (6-23months),Female,10280.39154,4440841844.81,458287.0,4.94,79.943,16.126,2.817473382,
Maldives,2009,56.6,Egg and/or flesh foods consumption (6-23months),Male,8329.529843,2089951648.44,348275.0,3.91,77.069,21.644,4.530176591,
Maldives,2017,68.8,Egg and/or flesh foods consumption (6-23months),Male,10280.39154,4440841844.81,458287.0,4.94,79.943,16.126,2.817473382,
Maldives,2009,57.0,Egg and/or flesh foods consumption (6-23months),Total,8329.529843,2089951648.44,348275.0,3.91,77.069,21.644,4.530176591,
Maldives,2017,72.0,Egg and/or flesh foods consumption (6-23months),Total,10280.39154,4440841844.81,458287.0,4.94,79.943,16.126,2.817473382,
Mali,2010,51.6,Egg and/or flesh foods consumption (6-23months),Female,690.4341762,10269428513.1,15945198.0,0.25,56.382,46.588,1.108926907,1.374566808
Mali,2015,43.9,Egg and/or flesh foods consumption (6-23months),Female,704.8216464,12808995432.8,18593022.0,0.26,58.363,44.342,1.450690576,2.360174452
Mali,2018,48.9,Egg and/or flesh foods consumption (6-23months),Female,748.5069204,16560622892.3,20442030.0,0.25,59.393,42.901,0.299546507,2.823595537
Mali,2019,47.1,Egg and/or flesh foods consumption (6-23months),Female,760.7951874,16584807149.38,21068405.0,,59.664,42.376,-1.658266948,2.752716581
Mali,2020,58.9,Egg and/or flesh foods consumption (6-23months),Female,729.0611376,16726618026.27,21713836.0,,58.633,41.995,0.43808894,3.399558214
Mali,2021,52.0,Egg and/or flesh foods consumption (6-23months),Female,728.6718526,18419319470.47,22388630.0,,58.941,41.643,3.925602831,3.408679587
Mali,2010,48.5,Egg and/or flesh foods consumption (6-23months),Male,690.4341762,10269428513.1,15945198.0,0.25,56.382,46.588,1.108926907,1.374566808
Mali,2015,41.3,Egg and/or flesh foods consumption (6-23months),Male,704.8216464,12808995432.8,18593022.0,0.26,58.363,44.342,1.450690576,2.360174452
Mali,2018,46.3,Egg and/or flesh foods consumption (6-23months),Male,748.5069204,16560622892.3,20442030.0,0.25,59.393,42.901,0.299546507,2.823595537
Mali,2019,47.2,Egg and/or flesh foods consumption (6-23months),Male,760.7951874,16584807149.38,21068405.0,,59.664,42.376,-1.658266948,2.752716581
Mali,2020,54.3,Egg and/or flesh foods consumption (6-23months),Male,729.0611376,16726618026.27,21713836.0,,58.633,41.995,0.43808894,3.399558214
Mali,2021,55.5,Egg and/or flesh foods consumption (6-23months),Male,728.6718526,18419319470.47,22388630.0,,58.941,41.643,3.925602831,3.408679587
Mali,2010,50.1,Egg and/or flesh foods consumption (6-23months),Total,690.4341762,10269428513.1,15945198.0,0.25,56.382,46.588,1.108926907,1.374566808
Mali,2015,42.6,Egg and/or flesh foods consumption (6-23months),Total,704.8216464,12808995432.8,18593022.0,0.26,58.363,44.342,1.450690576,2.360174452
Mali,2018,47.5,Egg and/or flesh foods consumption (6-23months),Total,748.5069204,16560622892.3,20442030.0,0.25,59.393,42.901,0.299546507,2.823595537
Mali,2019,47.2,Egg and/or flesh foods consumption (6-23months),Total,760.7951874,16584807149.38,21068405.0,,59.664,42.376,-1.658266948,2.752716581
Mali,2020,56.7,Egg and/or flesh foods consumption (6-23months),Total,729.0611376,16726618026.27,21713836.0,,58.633,41.995,0.43808894,3.399558214
Mali,2021,53.8,Egg and/or flesh foods consumption (6-23months),Total,728.6718526,18419319470.47,22388630.0,,58.941,41.643,3.925602831,3.408679587
Marshall Islands,2017,68.3,Egg and/or flesh foods consumption (6-23months),Female,4190.934686,261200000.0,46529.0,,64.27,22.268,,
Marshall Islands,2017,62.7,Egg and/or flesh foods consumption (6-23months),Male,4190.934686,261200000.0,46529.0,,64.27,22.268,,
Marshall Islands,2017,65.3,Egg and/or flesh foods consumption (6-23months),Total,4190.934686,261200000.0,46529.0,,64.27,22.268,,
Mauritania,2015,49.1,Egg and/or flesh foods consumption (6-23months),Female,1554.948979,5986395816.43,3965959.0,,64.485,35.18,3.254726881,2.155572404
Mauritania,2020,33.5,Egg and/or flesh foods consumption (6-23months),Female,1553.30615586591,8155048186.48,4600131.0,,64.532,33.427,2.385694885,2.389269181
Mauritania,2015,45.3,Egg and/or flesh foods consumption (6-23months),Male,1554.948979,5986395816.43,3965959.0,,64.485,35.18,3.254726881,2.155572404
Mauritania,2020,34.8,Egg and/or flesh foods consumption (6-23months),Male,1553.30615586591,8155048186.48,4600131.0,,64.532,33.427,2.385694885,2.389269181
Mauritania,2015,47.2,Egg and/or flesh foods consumption (6-23months),Total,1554.948979,5986395816.43,3965959.0,,64.485,35.18,3.254726881,2.155572404
Mauritania,2020,34.2,Egg and/or flesh foods consumption (6-23months),Total,1553.30615586591,8155048186.48,4600131.0,,64.532,33.427,2.385694885,2.389269181
Mexico,2015,73.3,Egg and/or flesh foods consumption (6-23months),Female,10021.23861,1182962837135.44,121072306.0,1.0,74.682,17.968,2.72064065,0.450742819
Mexico,2015,62.3,Egg and/or flesh foods consumption (6-23months),Male,10021.23861,1182962837135.44,121072306.0,1.0,74.682,17.968,2.72064065,0.450742819
Mexico,2015,68.0,Egg and/or flesh foods consumption (6-23months),Total,10021.23861,1182962837135.44,121072306.0,1.0,74.682,17.968,2.72064065,0.450742819
Mongolia,2013,89.7,Egg and/or flesh foods consumption (6-23months),Female,3628.907081,11871513598.91,2899011.0,6.98,68.585,26.333,10.49065676,0.82231149
Mongolia,2016,93.9,Egg and/or flesh foods consumption (6-23months),Female,3817.919627,10260106001.65,3088856.0,7.58,69.865,25.365,0.733272227,0.863910995
Mongolia,2018,88.6,Egg and/or flesh foods consumption (6-23months),Female,4183.855664,11943636998.21,3208189.0,7.86,71.199,23.836,6.824247901,0.668952463
Mongolia,2013,89.9,Egg and/or flesh foods consumption (6-23months),Male,3628.907081,11871513598.91,2899011.0,6.98,68.585,26.333,10.49065676,0.82231149
Mongolia,2016,94.0,Egg and/or flesh foods consumption (6-23months),Male,3817.919627,10260106001.65,3088856.0,7.58,69.865,25.365,0.733272227,0.863910995
Mongolia,2018,87.2,Egg and/or flesh foods consumption (6-23months),Male,4183.855664,11943636998.21,3208189.0,7.86,71.199,23.836,6.824247901,0.668952463
Mongolia,2013,89.8,Egg and/or flesh foods consumption (6-23months),Total,3628.907081,11871513598.91,2899011.0,6.98,68.585,26.333,10.49065676,0.82231149
Mongolia,2016,93.9,Egg and/or flesh foods consumption (6-23months),Total,3817.919627,10260106001.65,3088856.0,7.58,69.865,25.365,0.733272227,0.863910995
Mongolia,2018,87.9,Egg and/or flesh foods consumption (6-23months),Total,4183.855664,11943636998.21,3208189.0,7.86,71.199,23.836,6.824247901,0.668952463
Montenegro,2013,78.4,Egg and/or flesh foods consumption (6-23months),Female,6202.506703,4552823114.57,621207.0,3.81,76.4902439,12.0,2.205892681,1.452261426
Montenegro,2018,74.7,Egg and/or flesh foods consumption (6-23months),Female,7381.80764,5571825861.24,622227.0,3.86,76.84146341,11.7,2.611223783,1.369294873
Montenegro,2013,76.5,Egg and/or flesh foods consumption (6-23months),Male,6202.506703,4552823114.57,621207.0,3.81,76.4902439,12.0,2.205892681,1.452261426
Montenegro,2018,80.8,Egg and/or flesh foods consumption (6-23months),Male,7381.80764,5571825861.24,622227.0,3.86,76.84146341,11.7,2.611223783,1.369294873
Montenegro,2013,77.4,Egg and/or flesh foods consumption (6-23months),Total,6202.506703,4552823114.57,621207.0,3.81,76.4902439,12.0,2.205892681,1.452261426
Montenegro,2018,78.1,Egg and/or flesh foods consumption (6-23months),Total,7381.80764,5571825861.24,622227.0,3.86,76.84146341,11.7,2.611223783,1.369294873
Mozambique,2011,45.8,Egg and/or flesh foods consumption (6-23months),Female,514.8699572,14364079955.0,23649039.0,0.84,54.869,41.605,11.16660561,0.826553225
Mozambique,2011,44.5,Egg and/or flesh foods consumption (6-23months),Male,514.8699572,14364079955.0,23649039.0,0.84,54.869,41.605,11.16660561,0.826553225
Mozambique,2011,45.2,Egg and/or flesh foods consumption (6-23months),Total,514.8699572,14364079955.0,23649039.0,0.84,54.869,41.605,11.16660561,0.826553225
Myanmar,2016,57.8,Egg and/or flesh foods consumption (6-23months),Female,1225.37914,61653951995.85,51495696.0,1.06,65.685,18.33,6.928825258,4.089297083
Myanmar,2016,59.1,Egg and/or flesh foods consumption (6-23months),Male,1225.37914,61653951995.85,51495696.0,1.06,65.685,18.33,6.928825258,4.089297083
Myanmar,2016,58.5,Egg and/or flesh foods consumption (6-23months),Total,1225.37914,61653951995.85,51495696.0,1.06,65.685,18.33,6.928825258,4.089297083
Namibia,2007,61.0,Egg and/or flesh foods consumption (6-23months),Female,,,,,,,,
Namibia,2013,65.0,Egg and/or flesh foods consumption (6-23months),Female,,,,,,,,
Namibia,2007,59.9,Egg and/or flesh foods consumption (6-23months),Male,,,,,,,,
Namibia,2013,63.3,Egg and/or flesh foods consumption (6-23months),Male,,,,,,,,
Namibia,2007,60.5,Egg and/or flesh foods consumption (6-23months),Total,,,,,,,,
Namibia,2013,64.2,Egg and/or flesh foods consumption (6-23months),Total,,,,,,,,
Nepal,2006,20.7,Egg and/or flesh foods consumption (6-23months),Female,617.4776386,9112239663.63,26565425.0,0.26,65.868,24.982,6.920335807,1.749109863
Nepal,2011,25.5,Egg and/or flesh foods consumption (6-23months),Female,742.6172527,21678317045.91,27464494.0,0.26,67.313,22.372,9.227075461,1.350672855
Nepal,2014,25.9,Egg and/or flesh foods consumption (6-23months),Female,846.6655418,23065091325.52,27672370.0,0.27,68.085,22.22,8.364154697,1.495262742
Nepal,2016,38.1,Egg and/or flesh foods consumption (6-23months),Female,875.1889437,24843843665.68,27955462.0,0.17,68.776,21.764,8.79034332,1.486592172
Nepal,2019,36.8,Egg and/or flesh foods consumption (6-23months),Female,1077.117965,34539791626.55,28414064.0,0.29,69.558,20.868,5.568685478,1.337665483
Nepal,2022,40.6,Egg and/or flesh foods consumption (6-23months),Female,1113.554623,41421597989.09,29715436.0,,70.484,20.165,7.650791768,1.11017534
Nepal,2006,21.8,Egg and/or flesh foods consumption (6-23months),Male,617.4776386,9112239663.63,26565425.0,0.26,65.868,24.982,6.920335807,1.749109863
Nepal,2011,22.8,Egg and/or flesh foods consumption (6-23months),Male,742.6172527,21678317045.91,27464494.0,0.26,67.313,22.372,9.227075461,1.350672855
Nepal,2014,22.3,Egg and/or flesh foods consumption (6-23months),Male,846.6655418,23065091325.52,27672370.0,0.27,68.085,22.22,8.364154697,1.495262742
Nepal,2016,32.7,Egg and/or flesh foods consumption (6-23months),Male,875.1889437,24843843665.68,27955462.0,0.17,68.776,21.764,8.79034332,1.486592172
Nepal,2019,41.9,Egg and/or flesh foods consumption (6-23months),Male,1077.117965,34539791626.55,28414064.0,0.29,69.558,20.868,5.568685478,1.337665483
Nepal,2022,34.1,Egg and/or flesh foods consumption (6-23months),Male,1113.554623,41421597989.09,29715436.0,,70.484,20.165,7.650791768,1.11017534
Nepal,2006,21.3,Egg and/or flesh foods consumption (6-23months),Total,617.4776386,9112239663.63,26565425.0,0.26,65.868,24.982,6.920335807,1.749109863
Nepal,2011,24.1,Egg and/or flesh foods consumption (6-23months),Total,742.6172527,21678317045.91,27464494.0,0.26,67.313,22.372,9.227075461,1.350672855
Nepal,2014,24.0,Egg and/or flesh foods consumption (6-23months),Total,846.6655418,23065091325.52,27672370.0,0.27,68.085,22.22,8.364154697,1.495262742
Nepal,2016,35.2,Egg and/or flesh foods consumption (6-23months),Total,875.1889437,24843843665.68,27955462.0,0.17,68.776,21.764,8.79034332,1.486592172
Nepal,2019,39.6,Egg and/or flesh foods consumption (6-23months),Total,1077.117965,34539791626.55,28414064.0,0.29,69.558,20.868,5.568685478,1.337665483
Nepal,2022,37.1,Egg and/or flesh foods consumption (6-23months),Total,1113.554623,41421597989.09,29715436.0,,70.484,20.165,7.650791768,1.11017534
Niger,2012,16.4,Egg and/or flesh foods consumption (6-23months),Female,463.0662655,9746582481.36,17836769.0,0.44,59.65,47.398,0.45508982,1.623984369
Niger,2018,19.1,Egg and/or flesh foods consumption (6-23months),Female,519.5469935,13405990160.98,22188069.0,0.24,62.454,46.127,2.96760366,1.793808817
Niger,2019,18.2,Egg and/or flesh foods consumption (6-23months),Female,532.1860246,13479237677.17,22947757.0,0.29,62.897,45.859,-2.489792651,1.917336007
Niger,2020,15.8,Egg and/or flesh foods consumption (6-23months),Female,533.1943289,13156291934.17,23717613.0,0.27,61.451,45.588,2.89819376,1.733607522
Niger,2021,13.6,Egg and/or flesh foods consumption (6-23months),Female,523.2631795,15188308377.35,24502140.0,,61.576,45.293,3.837868028,1.35370282
Niger,2022,11.4,Egg and/or flesh foods consumption (6-23months),Female,566.797963,14058647971.55,25311973.0,,62.08,45.029,4.226217919,1.664378422
Niger,2012,17.2,Egg and/or flesh foods consumption (6-23months),Male,463.0662655,9746582481.36,17836769.0,0.44,59.65,47.398,0.45508982,1.623984369
Niger,2018,20.0,Egg and/or flesh foods consumption (6-23months),Male,519.5469935,13405990160.98,22188069.0,0.24,62.454,46.127,2.96760366,1.793808817
Niger,2019,16.8,Egg and/or flesh foods consumption (6-23months),Male,532.1860246,13479237677.17,22947757.0,0.29,62.897,45.859,-2.489792651,1.917336007
Niger,2020,18.0,Egg and/or flesh foods consumption (6-23months),Male,533.1943289,13156291934.17,23717613.0,0.27,61.451,45.588,2.89819376,1.733607522
Niger,2021,12.7,Egg and/or flesh foods consumption (6-23months),Male,523.2631795,15188308377.35,24502140.0,,61.576,45.293,3.837868028,1.35370282
Niger,2022,11.0,Egg and/or flesh foods consumption (6-23months),Male,566.797963,14058647971.55,25311973.0,,62.08,45.029,4.226217919,1.664378422
Niger,2012,16.8,Egg and/or flesh foods consumption (6-23months),Total,463.0662655,9746582481.36,17836769.0,0.44,59.65,47.398,0.45508982,1.623984369
Niger,2018,19.6,Egg and/or flesh foods consumption (6-23months),Total,519.5469935,13405990160.98,22188069.0,0.24,62.454,46.127,2.96760366,1.793808817
Niger,2019,17.5,Egg and/or flesh foods consumption (6-23months),Total,532.1860246,13479237677.17,22947757.0,0.29,62.897,45.859,-2.489792651,1.917336007
Niger,2020,16.9,Egg and/or flesh foods consumption (6-23months),Total,533.1943289,13156291934.17,23717613.0,0.27,61.451,45.588,2.89819376,1.733607522
Niger,2021,13.2,Egg and/or flesh foods consumption (6-23months),Total,523.2631795,15188308377.35,24502140.0,,61.576,45.293,3.837868028,1.35370282
Niger,2022,11.2,Egg and/or flesh foods consumption (6-23months),Total,566.797963,14058647971.55,25311973.0,,62.08,45.029,4.226217919,1.664378422
Nigeria,2008,53.8,Egg and/or flesh foods consumption (6-23months),Female,2098.283392,324321646213.47,157595014.0,,50.225,42.681,11.58107517,0.489084135
Nigeria,2013,34.4,Egg and/or flesh foods consumption (6-23months),Female,2495.341066,494387410379.99,181049443.0,,51.707,40.603,8.495518383,0.469695305
Nigeria,2016,41.3,Egg and/or flesh foods consumption (6-23months),Female,2481.814904,398387885254.18,195443700.0,,52.043,39.128,15.69681264,0.432947785
Nigeria,2018,40.7,Egg and/or flesh foods consumption (6-23months),Female,2431.778578,410486871490.79,204938755.0,,52.554,38.248,12.09510652,0.506944517
Nigeria,2021,45.5,Egg and/or flesh foods consumption (6-23months),Female,2372.573145,432250677057.07,218529286.0,,52.676,37.117,16.95284572,1.012701927
Nigeria,2008,53.9,Egg and/or flesh foods consumption (6-23months),Male,2098.283392,324321646213.47,157595014.0,,50.225,42.681,11.58107517,0.489084135
Nigeria,2013,35.0,Egg and/or flesh foods consumption (6-23months),Male,2495.341066,494387410379.99,181049443.0,,51.707,40.603,8.495518383,0.469695305
Nigeria,2016,42.3,Egg and/or flesh foods consumption (6-23months),Male,2481.814904,398387885254.18,195443700.0,,52.043,39.128,15.69681264,0.432947785
Nigeria,2018,41.9,Egg and/or flesh foods consumption (6-23months),Male,2431.778578,410486871490.79,204938755.0,,52.554,38.248,12.09510652,0.506944517
Nigeria,2021,45.3,Egg and/or flesh foods consumption (6-23months),Male,2372.573145,432250677057.07,218529286.0,,52.676,37.117,16.95284572,1.012701927
Nigeria,2008,53.9,Egg and/or flesh foods consumption (6-23months),Total,2098.283392,324321646213.47,157595014.0,,50.225,42.681,11.58107517,0.489084135
Nigeria,2013,34.7,Egg and/or flesh foods consumption (6-23months),Total,2495.341066,494387410379.99,181049443.0,,51.707,40.603,8.495518383,0.469695305
Nigeria,2016,41.8,Egg and/or flesh foods consumption (6-23months),Total,2481.814904,398387885254.18,195443700.0,,52.043,39.128,15.69681264,0.432947785
Nigeria,2018,41.3,Egg and/or flesh foods consumption (6-23months),Total,2431.778578,410486871490.79,204938755.0,,52.554,38.248,12.09510652,0.506944517
Nigeria,2021,45.4,Egg and/or flesh foods consumption (6-23months),Total,2372.573145,432250677057.07,218529286.0,,52.676,37.117,16.95284572,1.012701927
"Macedonia, the former Yugoslav Republic of",2019,69.4,Egg and/or flesh foods consumption (6-23months),Female,5961.584754,12024667114.98,1876262.0,4.19,76.60243902,9.6,0.766439573,1.159116286
"Macedonia, the former Yugoslav Republic of",2019,58.0,Egg and/or flesh foods consumption (6-23months),Male,5961.584754,12024667114.98,1876262.0,4.19,76.60243902,9.6,0.766439573,1.159116286
"Macedonia, the former Yugoslav Republic of",2019,63.4,Egg and/or flesh foods consumption (6-23months),Total,5961.584754,12024667114.98,1876262.0,4.19,76.60243902,9.6,0.766439573,1.159116286
Pakistan,2013,33.9,Egg and/or flesh foods consumption (6-23months),Female,1309.700804,254988233264.07,211073978.0,0.48,65.15,31.181,7.692156119,3.088020035
Pakistan,2018,39.4,Egg and/or flesh foods consumption (6-23months),Female,1561.681698,350691167594.26,226928892.0,0.51,66.482,28.594,5.078057259,3.586961764
Pakistan,2013,35.2,Egg and/or flesh foods consumption (6-23months),Male,1309.700804,254988233264.07,211073978.0,0.48,65.15,31.181,7.692156119,3.088020035
Pakistan,2018,36.9,Egg and/or flesh foods consumption (6-23months),Male,1561.681698,350691167594.26,226928892.0,0.51,66.482,28.594,5.078057259,3.586961764
Pakistan,2013,34.6,Egg and/or flesh foods consumption (6-23months),Total,1309.700804,254988233264.07,211073978.0,0.48,65.15,31.181,7.692156119,3.088020035
Pakistan,2018,38.1,Egg and/or flesh foods consumption (6-23months),Total,1561.681698,350691167594.26,226928892.0,0.51,66.482,28.594,5.078057259,3.586961764
Papua New Guinea,2017,39.1,Egg and/or flesh foods consumption (6-23months),Female,2584.888364,21662807667.81,9178714.0,,65.103,27.216,5.42204568,0.355034483
Papua New Guinea,2017,42.5,Egg and/or flesh foods consumption (6-23months),Male,2584.888364,21662807667.81,9178714.0,,65.103,27.216,5.42204568,0.355034483
Papua New Guinea,2017,40.9,Egg and/or flesh foods consumption (6-23months),Total,2584.888364,21662807667.81,9178714.0,,65.103,27.216,5.42204568,0.355034483
Paraguay,2016,72.8,Egg and/or flesh foods consumption (6-23months),Female,6041.958794,34772206410.59,6249126.0,0.89,73.534,22.263,4.086822806,0.950953302
Paraguay,2016,74.4,Egg and/or flesh foods consumption (6-23months),Male,6041.958794,34772206410.59,6249126.0,0.89,73.534,22.263,4.086822806,0.950953302
Paraguay,2016,73.6,Egg and/or flesh foods consumption (6-23months),Total,6041.958794,34772206410.59,6249126.0,0.89,73.534,22.263,4.086822806,0.950953302
Peru,2007,80.3,Egg and/or flesh foods consumption (6-23months),Female,4407.791217,94276765739.85,28530699.0,1.2,73.223,22.026,1.779986447,1.303938254
Peru,2009,81.5,Egg and/or flesh foods consumption (6-23months),Female,4801.171537,113307549299.52,28896811.0,1.6,73.466,21.417,2.936231536,1.529625724
Peru,2010,86.0,Egg and/or flesh foods consumption (6-23months),Female,5167.392593,136691650811.91,29086019.0,1.5,73.711,21.066,1.528320597,1.476972039
Peru,2011,85.4,Egg and/or flesh foods consumption (6-23months),Female,5453.457187,159083185069.53,29304086.0,1.54,74.133,20.75,3.369310953,1.371183055
Peru,2012,84.0,Egg and/or flesh foods consumption (6-23months),Female,5740.043463,180517336685.89,29550366.0,1.54,74.544,20.225,3.611212949,1.483512793
Peru,2014,88.9,Egg and/or flesh foods consumption (6-23months),Female,6103.918647,191695514405.55,30115826.0,1.59,75.333,19.248,3.411945798,1.602487622
Peru,2015,89.7,Egg and/or flesh foods consumption (6-23months),Female,6231.711503,183303872361.82,30457600.0,1.58,75.621,18.808,3.398091947,1.745080549
